,match_id,totalGold,level,xp,totalKills,totalDeaths,level_ups
1,3414963159,234484,524,279080,18,20,100
0,3414963164,105946,193,75267,30,14,64
1,3414963164,80489,157,49402,14,30,52
0,3414963166,101487,216,89607,30,6,74
1,3414963166,78255,195,73161,6,30,62
0,3414963176,171077,327,151288,28,16,82
1,3414963176,134326,310,140217,16,28,78
0,3414963179,163558,363,167968,20,20,84
1,3414963179,168733,365,172261,20,20,86
0,3414963180,210992,440,215020,20,26,88
1,3414963180,220519,460,229050,26,20,96
0,3414963181,219900,455,228982,24,14,92
1,3414963181,213735,454,226284,14,24,92
0,3414963184,468754,885,530073,30,42,114
1,3414963184,445610,902,556791,42,30,122
0,3414963198,341975,683,392299,34,40,110
1,3414963198,352816,680,387257,40,34,114
0,3414963225,46215,111,33867,10,12,48
1,3414963225,47702,119,39219,12,10,54
0,3414963232,90229,226,88975,12,16,66
1,3414963232,95351,237,98326,16,12,70
0,3414963255,220046,449,225876,20,24,92
1,3414963255,214892,458,231919,24,20,94
0,3414963265,176371,412,202139,10,16,90
1,3414963265,194607,420,211813,16,10,90
0,3414963266,64826,163,59744,2,22,56
1,3414963266,82333,179,69094,22,2,66
0,3414963267,107397,251,104647,22,4,72
1,3414963267,86285,240,96529,4,22,70
0,3414963269,440223,810,505000,38,18,118
1,3414963269,404375,790,461630,18,38,114
0,3414963304,151007,327,147897,16,22,80
1,3414963304,156167,332,152350,22,16,82
0,3414963306,206764,428,213035,32,20,94
1,3414963306,186067,399,193406,20,32,88
0,3414963310,176736,403,191568,26,24,84
1,3414963310,191485,416,205373,24,26,90
0,3414963321,111066,274,114537,8,8,76
1,3414963321,115480,286,125118,8,8,78
0,3414963346,343761,647,361802,34,32,108
1,3414963346,346679,650,358969,32,34,114
0,3414963360,290936,570,309661,30,26,104
1,3414963360,251147,545,286997,26,30,100
0,3414963403,301636,612,345859,24,20,106
1,3414963403,312575,623,343643,20,24,104
0,3414963404,171289,420,203412,26,22,92
1,3414963404,174148,415,202765,22,26,88
0,3414963419,165233,379,183747,10,22,86
1,3414963419,182519,377,184359,22,10,88
0,3414963435,157824,340,160408,32,18,86
1,3414963435,143339,313,141393,18,32,80
0,3414963442,112124,283,124775,12,18,78
1,3414963442,128274,291,127798,18,12,78
0,3414963446,112773,257,109356,18,14,76
1,3414963446,101447,248,105698,14,18,72
0,3414963449,182718,418,203121,14,16,90
1,3414963449,194164,427,211025,16,14,94
0,3414963453,235039,494,253564,18,24,98
1,3414963453,234116,508,267509,24,18,94
0,3414963466,77159,203,77647,4,12,64
1,3414963466,87669,214,86887,12,4,68
0,3414963469,372101,685,385222,44,34,108
1,3414963469,370261,658,351606,34,44,104
0,3414963470,121890,248,107332,24,18,76
1,3414963470,111608,245,105578,18,24,72
0,3414963475,120581,280,122721,16,20,76
1,3414963475,133916,290,127412,20,16,78
0,3414963480,92918,215,87807,12,14,68
1,3414963480,90201,217,90734,14,12,74
0,3414963498,107403,236,96553,16,14,68
1,3414963498,100106,229,88842,14,16,68
0,3414963503,5000,10,0,0,0,6
1,3414963503,5000,10,0,0,0,2
0,3414963530,182182,409,204330,18,24,90
1,3414963530,187629,415,200937,24,18,92
0,3414963541,343475,703,395246,28,28,108
1,3414963541,355488,721,409947,28,28,108
0,3414963556,254473,492,264592,42,20,100
1,3414963556,203984,445,218780,20,42,92
0,3414963558,127825,296,132401,18,10,86
1,3414963558,121467,295,133039,10,18,80
0,3414963566,148642,338,157618,18,10,84
1,3414963566,138997,330,151259,10,18,82
0,3414963579,453612,761,457851,46,40,114
1,3414963579,392736,741,438878,40,46,122
0,3414963597,183710,399,190322,18,30,88
1,3414963597,203615,422,214172,30,18,92
0,3414963598,156634,360,168152,16,14,84
1,3414963598,166795,376,181375,14,16,90
0,3414963603,131834,292,131811,14,12,80
1,3414963603,126841,290,127463,12,14,76
0,3414963608,279669,505,264697,32,34,98
1,3414963608,256820,502,261840,34,32,100
0,3414963609,220063,470,237748,26,12,94
1,3414963609,202064,454,230478,12,26,90
0,3414963621,224025,470,245126,34,30,98
1,3414963621,211633,448,222872,30,34,92
0,3414963632,124962,326,150949,2,12,78
1,3414963632,136023,333,158320,12,2,84
0,3414963633,273841,540,279575,24,26,96
1,3414963633,278978,524,269319,26,24,92
0,3414963638,190524,416,199346,18,22,88
1,3414963638,199644,420,210862,22,18,94
0,3414963639,188359,420,210960,24,10,92
1,3414963639,168463,395,187265,10,24,80
0,3414963657,147797,329,151911,18,12,80
1,3414963657,134444,330,149862,12,18,82
0,3414963659,121047,274,118813,14,14,72
1,3414963659,115759,269,113745,14,14,76
0,3414963660,128692,284,122139,18,12,76
1,3414963660,115026,281,124895,12,18,78
0,3414963663,292555,561,301525,26,10,104
1,3414963663,244688,543,282388,10,26,96
0,3414963669,195523,450,223219,18,24,94
1,3414963669,220725,473,243654,24,18,98
0,3414963698,63766,170,62988,6,14,64
1,3414963698,75777,171,63856,14,6,64
0,3414963714,206075,451,224917,24,22,92
1,3414963714,217941,459,234474,22,24,94
0,3414963738,289638,623,349555,26,30,110
1,3414963738,312233,630,359385,30,26,108
0,3414963748,125402,326,148105,8,22,80
1,3414963748,145144,344,162798,22,8,86
0,3414963753,157317,367,172642,12,28,86
1,3414963753,183699,390,192821,28,12,92
0,3414963754,198378,447,222112,12,22,88
1,3414963754,210893,469,240304,22,12,98
0,3414963763,247253,516,273363,28,14,104
1,3414963763,234672,522,274899,14,28,96
0,3414963764,104560,249,103010,16,16,76
1,3414963764,120611,260,114921,16,16,76
0,3414963767,258668,495,252197,26,14,96
1,3414963767,226493,469,230323,14,26,94
0,3414963770,182964,405,194750,12,10,88
1,3414963770,185533,412,197171,10,12,86
0,3414963772,248636,510,270339,26,26,102
1,3414963772,251914,517,276138,26,26,102
0,3414963773,188311,407,198639,26,20,88
1,3414963773,185344,412,200566,20,26,88
0,3414963786,346027,724,422001,22,28,114
1,3414963786,378480,750,443617,28,22,114
0,3414963791,124498,318,142081,4,24,78
1,3414963791,154101,338,158082,24,4,88
0,3414963796,133045,291,128712,24,24,76
1,3414963796,130348,289,128282,24,24,76
0,3414963819,228927,470,242735,26,14,96
1,3414963819,195376,451,226654,14,26,94
0,3414963825,149240,281,121306,24,18,80
1,3414963825,131817,279,120512,18,24,72
0,3414963833,312521,680,389046,22,28,110
1,3414963833,319256,670,376833,28,22,108
0,3414963851,73815,175,65244,14,14,62
1,3414963851,73145,175,68332,14,14,66
0,3414963857,118706,277,121906,18,4,78
1,3414963857,107606,283,123086,4,18,76
0,3414963877,292013,605,327328,22,38,102
1,3414963877,335772,616,343439,38,22,106
0,3414963878,80137,187,72360,20,6,68
1,3414963878,63300,166,60267,6,20,58
0,3414963891,5000,10,0,0,0,10
1,3414963891,5000,10,0,0,0,6
0,3414963909,277457,517,271360,36,40,98
1,3414963909,267460,516,278701,40,36,104
0,3414963930,399146,786,470083,36,30,114
1,3414963930,360143,768,445714,30,36,112
0,3414963931,43234,118,38348,2,8,54
1,3414963931,46450,114,37484,8,2,54
0,3414963935,100725,210,83163,26,18,66
1,3414963935,94116,203,81248,18,26,68
0,3414963951,158720,362,169831,12,16,86
1,3414963951,153195,363,168891,16,12,84
0,3414963976,163165,359,167614,14,24,84
1,3414963976,182042,374,178614,24,14,88
0,3414963982,198144,431,218042,26,24,98
1,3414963982,200616,421,209559,24,26,92
0,3414963989,226405,503,259441,28,14,94
1,3414963989,206700,485,249013,14,28,92
0,3414963991,120991,283,122249,16,24,74
1,3414963991,135263,301,138647,24,16,84
0,3414964006,151169,320,142004,20,8,78
1,3414964006,127874,306,133625,8,20,78
0,3414964012,50005,118,39318,10,0,54
1,3414964012,41804,108,34328,0,10,50
0,3414964013,355029,655,363881,40,40,108
1,3414964013,380722,661,372988,40,40,108
0,3414964014,174857,417,204007,20,6,90
1,3414964014,160413,413,198448,6,20,88
0,3414964015,115928,251,105809,18,6,74
1,3414964015,98682,240,101913,6,18,72
0,3414964016,142447,358,163914,4,16,78
1,3414964016,160408,375,178415,16,4,88
0,3414964022,89151,212,86656,8,4,70
1,3414964022,79822,207,80726,4,8,66
0,3414964026,104838,250,106440,16,16,76
1,3414964026,102949,236,98842,16,16,72
0,3414964062,134434,320,143204,14,14,80
1,3414964062,134266,317,139982,14,14,78
0,3414964070,193264,432,218237,28,16,94
1,3414964070,169351,415,202411,16,28,90
0,3414964073,140053,289,128798,40,16,80
1,3414964073,122535,279,121786,16,40,78
0,3414964084,82280,207,84457,8,6,72
1,3414964084,85390,205,80506,6,8,66
0,3414964086,258773,531,286328,22,12,102
1,3414964086,233691,507,262356,12,22,104
0,3414964090,203087,405,202052,28,24,88
1,3414964090,207399,429,215013,24,28,96
0,3414964094,84332,193,71033,6,20,58
1,3414964094,89890,216,89805,20,6,76
0,3414964095,90137,203,79667,16,12,66
1,3414964095,85716,207,81282,12,16,68
0,3414964097,133732,299,135274,18,16,84
1,3414964097,128183,284,126501,16,18,78
0,3414964098,181014,389,188023,20,30,86
1,3414964098,195671,404,198518,30,20,88
0,3414964108,240750,563,303666,14,18,104
1,3414964108,272681,567,304644,18,14,102
0,3414964111,225211,496,256565,14,22,98
1,3414964111,239296,512,271340,22,14,98
0,3414964112,191278,411,201729,22,18,88
1,3414964112,173300,415,199212,18,22,88
0,3414964113,209416,457,230362,18,24,92
1,3414964113,211630,471,243988,24,18,96
0,3414964114,229061,442,224794,28,20,96
1,3414964114,203876,445,218796,20,28,94
0,3414964127,265361,506,264194,28,30,96
1,3414964127,262968,501,260896,30,28,96
0,3414964133,103029,241,99905,16,18,72
1,3414964133,111301,249,104777,18,16,76
0,3414964135,212167,457,228567,24,22,94
1,3414964135,204418,450,225341,22,24,90
0,3414964139,304623,623,332462,28,42,100
1,3414964139,350369,656,364697,42,28,108
0,3414964148,315698,641,354010,26,42,106
1,3414964148,360645,690,403022,42,26,114
0,3414964159,160311,371,173865,12,18,86
1,3414964159,169561,387,188976,18,12,88
0,3414964195,189624,411,204652,26,6,90
1,3414964195,182584,401,192730,6,26,88
0,3414964201,139299,326,151482,14,14,82
1,3414964201,147614,325,145467,14,14,80
0,3414964204,144993,320,146408,24,30,80
1,3414964204,160603,326,149893,30,24,86
0,3414964209,177028,401,192828,16,20,90
1,3414964209,197362,425,209833,20,16,92
0,3414964215,102436,252,106755,14,6,74
1,3414964215,99702,244,100604,6,14,74
0,3414964220,300077,564,303117,40,32,98
1,3414964220,269238,554,293007,32,40,100
0,3414964231,46250,118,38488,10,2,54
1,3414964231,42673,111,36395,2,10,48
0,3414964238,266652,563,311012,34,38,102
1,3414964238,285479,570,309426,38,34,102
0,3414964241,61377,149,53447,10,12,60
1,3414964241,61235,151,56497,12,10,62
0,3414964255,167711,370,176616,16,24,84
1,3414964255,170167,381,184579,24,16,90
0,3414964260,242180,519,272042,20,16,100
1,3414964260,228652,501,259008,16,20,94
0,3414964265,167917,379,181197,16,18,88
1,3414964265,162998,377,178036,18,16,90
0,3414964270,172511,376,184257,26,10,88
1,3414964270,156119,373,178765,10,26,86
0,3414964303,171158,371,176870,18,18,86
1,3414964303,178195,375,179935,18,18,90
0,3414964304,162383,364,172315,20,20,84
1,3414964304,165976,363,172656,20,20,86
0,3414964311,148896,354,160049,16,22,82
1,3414964311,165465,370,176917,22,16,84
0,3414964313,287895,565,307564,30,30,104
1,3414964313,264776,554,293351,30,30,102
0,3414964324,93521,221,89731,14,6,70
1,3414964324,77065,202,79865,6,14,64
0,3414964331,294863,620,340921,24,12,108
1,3414964331,283978,613,333368,12,24,102
0,3414964335,233807,475,246338,34,26,96
1,3414964335,240218,470,240538,26,34,96
0,3414964338,221351,424,213651,30,8,94
1,3414964338,168348,389,180854,8,30,88
0,3414964360,318019,672,377274,26,36,106
1,3414964360,348703,672,379346,36,26,108
0,3414964367,147381,358,171872,10,16,86
1,3414964367,164238,370,179608,16,10,88
0,3414964379,118269,266,109340,12,26,72
1,3414964379,131861,284,122013,26,12,78
0,3414964389,179241,371,177751,26,30,86
1,3414964389,184741,384,185312,30,26,88
0,3414964402,87338,218,91807,14,2,74
1,3414964402,73007,201,75878,2,14,62
0,3414964403,229307,489,246132,24,30,94
1,3414964403,242811,480,245403,30,24,92
0,3414964415,210230,466,236963,12,28,94
1,3414964415,229223,485,256328,28,12,102
0,3414964423,180582,368,172209,22,18,86
1,3414964423,179997,352,163014,18,22,86
0,3414964431,137975,308,134083,16,28,72
1,3414964431,158810,336,156535,28,16,86
0,3414964437,165660,397,186794,14,20,84
1,3414964437,190587,406,198604,20,14,88
0,3414964443,240717,507,262220,20,22,98
1,3414964443,233452,501,260888,22,20,100
0,3414964462,126149,293,130467,16,6,78
1,3414964462,109801,284,124032,6,16,78
0,3414964469,246307,542,284411,24,28,98
1,3414964469,292339,545,289763,28,24,102
0,3414964473,231227,512,267255,16,14,96
1,3414964473,237904,509,266776,14,16,98
0,3414964500,99757,212,85419,20,8,70
1,3414964500,80223,198,76070,8,20,62
0,3414964519,197872,405,200033,24,36,92
1,3414964519,226931,440,223574,36,24,98
0,3414964520,241126,483,257533,32,18,100
1,3414964520,217897,469,239187,18,32,94
0,3414964521,298981,580,314756,38,32,106
1,3414964521,288842,569,305586,32,38,104
0,3414964527,92720,215,86335,16,12,70
1,3414964527,90851,212,85064,12,16,70
0,3414964538,197879,415,205524,28,34,92
1,3414964538,192851,425,211607,34,28,94
0,3414964547,141409,334,152424,24,16,84
1,3414964547,148492,331,151339,16,24,80
0,3414964561,187736,427,206692,16,20,90
1,3414964561,207396,475,242549,20,16,94
0,3414964570,86011,212,86727,8,10,70
1,3414964570,84562,213,85720,10,8,72
0,3414964577,110501,280,122052,6,16,76
1,3414964577,116882,291,129871,16,6,80
0,3414964596,193166,422,209546,18,22,98
1,3414964596,189908,418,207256,22,18,92
0,3414964603,102576,244,102718,16,8,74
1,3414964603,97206,240,96510,8,16,70
0,3414964607,150373,355,166172,24,22,88
1,3414964607,170765,378,183139,22,24,88
0,3414964615,191903,454,226702,10,24,92
1,3414964615,213871,472,242806,24,10,98
0,3414964616,162034,381,183863,12,18,86
1,3414964616,171742,382,183461,18,12,90
0,3414964630,143243,323,143788,18,14,78
1,3414964630,129111,325,148025,14,18,84
0,3414964631,71650,197,73831,0,6,62
1,3414964631,90889,215,88285,6,0,70
0,3414964632,161148,332,151241,22,24,80
1,3414964632,172904,347,160588,24,22,80
0,3414964636,190132,426,214280,30,28,94
1,3414964636,191228,415,208881,28,30,94
0,3414964643,74538,146,51056,28,8,58
1,3414964643,58255,140,48677,8,28,56
0,3414964648,193077,411,198089,20,28,88
1,3414964648,195939,410,198454,28,20,92
0,3414964649,123347,285,126406,18,20,80
1,3414964649,138761,292,133306,20,18,78
0,3414964657,135680,325,146293,12,20,80
1,3414964657,145292,329,151881,20,12,82
0,3414964658,98007,246,103158,8,20,72
1,3414964658,113420,252,107350,20,8,76
0,3414964673,206061,443,219928,24,18,92
1,3414964673,195090,435,214583,18,24,88
0,3414964700,193352,431,216740,20,14,92
1,3414964700,190467,421,209611,14,20,92
0,3414964736,207182,482,241369,18,30,92
1,3414964736,244467,522,276443,30,18,98
0,3414964758,82837,203,78130,10,16,66
1,3414964758,94364,214,85345,16,10,70
0,3414964759,155833,331,151381,14,10,86
1,3414964759,136134,308,136310,10,14,78
0,3414964767,228275,466,237189,34,22,96
1,3414964767,220180,464,231607,22,34,92
0,3414964773,155232,328,151154,26,28,80
1,3414964773,148609,321,147409,28,26,82
0,3414964784,239119,495,252078,26,32,92
1,3414964784,245891,502,260051,32,26,100
0,3414964796,48186,108,35575,12,6,48
1,3414964796,42575,114,35122,6,12,50
0,3414964810,154577,326,151853,24,16,80
1,3414964810,143606,309,144392,16,24,76
0,3414964814,248600,522,273678,20,18,98
1,3414964814,235776,517,271306,18,20,100
0,3414964822,88971,233,96091,8,6,68
1,3414964822,95301,236,96527,6,8,70
0,3414964823,119520,282,121346,10,26,80
1,3414964823,145518,299,136323,26,10,82
0,3414964829,157061,374,177561,16,10,84
1,3414964829,149221,367,171392,10,16,80
0,3414964830,261881,585,322819,18,16,108
1,3414964830,249564,573,311704,16,18,106
0,3414964831,134778,287,129517,24,14,76
1,3414964831,116666,280,119764,14,24,76
0,3414964832,43023,112,36612,0,8,52
1,3414964832,49790,118,38673,8,0,54
0,3414964835,253165,504,263068,26,28,102
1,3414964835,253676,501,258721,28,26,94
0,3414964836,171253,425,207353,4,8,92
1,3414964836,158231,411,202099,8,4,88
0,3414964837,95287,241,98786,12,34,70
1,3414964837,121021,250,104458,34,12,68
0,3414964838,187404,421,205377,24,20,90
1,3414964838,181141,407,197795,20,24,92
0,3414964862,51021,124,42677,16,2,58
1,3414964862,41020,112,34652,2,16,52
0,3414964863,331623,662,366573,42,22,108
1,3414964863,283585,627,341394,22,42,106
0,3414964867,135783,326,148363,10,22,80
1,3414964867,162043,342,164021,22,10,84
0,3414964872,69959,171,63570,4,10,64
1,3414964872,78374,172,64298,10,4,62
0,3414964873,180363,417,204513,8,12,88
1,3414964873,191449,421,204858,12,8,90
0,3414964875,193334,384,185315,30,12,90
1,3414964875,154391,356,162351,12,30,78
0,3414964882,188405,455,227437,14,12,94
1,3414964882,203257,465,237410,12,14,94
0,3414964886,149149,338,156027,16,4,82
1,3414964886,118216,313,138543,4,16,78
0,3414964890,158888,376,182204,10,26,88
1,3414964890,195545,393,194165,26,10,94
0,3414964907,208031,432,214780,26,8,92
1,3414964907,173624,412,198464,8,26,90
0,3414964916,5000,10,0,0,0,8
1,3414964916,5000,10,0,0,0,6
0,3414964917,204927,414,207559,26,24,90
1,3414964917,180405,406,194873,24,26,88
0,3414964921,278466,557,286300,28,22,98
1,3414964921,284951,563,296470,22,28,98
0,3414964923,262505,542,295959,36,28,102
1,3414964923,243690,521,275749,28,36,102
0,3414964927,46979,119,37995,4,4,56
1,3414964927,44538,110,34444,4,4,50
0,3414964938,211453,463,235484,12,26,94
1,3414964938,225313,464,232850,26,12,94
0,3414964942,293746,618,347668,42,40,110
1,3414964942,324105,638,366054,40,42,108
0,3414964947,95579,216,89266,20,2,72
1,3414964947,76564,202,77110,2,20,64
0,3414964954,131480,290,130167,16,22,82
1,3414964954,133278,294,130946,22,16,80
0,3414964971,143611,321,145412,20,32,84
1,3414964971,159413,337,157064,32,20,86
0,3414964978,161874,411,196494,8,14,86
1,3414964978,171575,423,212061,14,8,90
0,3414965004,58244,141,49320,10,6,54
1,3414965004,55115,137,47709,6,10,56
0,3414965005,231985,475,248849,42,30,98
1,3414965005,245570,473,239424,30,42,94
0,3414965015,116007,258,113952,18,0,78
1,3414965015,91906,241,98045,0,18,70
0,3414965027,166210,357,162401,20,14,80
1,3414965027,162174,353,159573,14,20,84
0,3414965030,146924,338,155012,20,14,84
1,3414965030,135579,332,153545,14,20,82
0,3414965065,132572,291,131614,18,18,80
1,3414965065,113328,285,121088,18,18,80
0,3414965090,121975,240,97568,26,26,72
1,3414965090,110430,237,98534,26,26,74
0,3414965092,123099,289,127384,10,14,78
1,3414965092,121887,290,128939,14,10,82
0,3414965110,465744,841,506409,40,26,116
1,3414965110,428659,831,500021,26,40,116
0,3414965123,224257,458,231907,30,20,96
1,3414965123,217482,442,218882,20,30,94
0,3414965152,283888,526,283783,42,12,102
1,3414965152,210653,482,236077,12,42,90
0,3414965153,107889,253,105754,16,10,72
1,3414965153,101219,231,92579,10,16,72
0,3414965154,191654,446,220578,4,24,92
1,3414965154,211646,469,241999,24,4,94
0,3414965207,86701,216,87621,14,8,70
1,3414965207,78292,205,79773,8,14,66
0,3414965210,379447,700,395689,26,28,112
1,3414965210,386994,707,407232,28,26,108
0,3414965223,5000,10,0,0,0,8
1,3414965223,5000,10,0,0,0,6
0,3414965230,299114,573,309301,40,16,104
1,3414965230,250961,541,285765,16,40,96
0,3414965237,224019,489,243231,24,26,96
1,3414965237,240739,505,261947,26,24,98
0,3414965242,129396,279,120360,24,16,76
1,3414965242,113200,270,114500,16,24,76
0,3414965245,116134,244,102135,24,8,74
