,participantId,win,item0,item1,item2,item3,item4,item5,item6,kills,deaths,assists,largestKillingSpree,largestMultiKill,killingSprees,longestTimeSpentLiving,doubleKills,tripleKills,quadraKills,pentaKills,unrealKills,totalDamageDealt,magicDamageDealt,physicalDamageDealt,trueDamageDealt,largestCriticalStrike,totalDamageDealtToChampions,magicDamageDealtToChampions,physicalDamageDealtToChampions,trueDamageDealtToChampions,totalHeal,totalUnitsHealed,damageSelfMitigated,damageDealtToObjectives,damageDealtToTurrets,visionScore,timeCCingOthers,totalDamageTaken,magicalDamageTaken,physicalDamageTaken,trueDamageTaken,goldEarned,goldSpent,turretKills,inhibitorKills,totalMinionsKilled,neutralMinionsKilled,neutralMinionsKilledTeamJungle,neutralMinionsKilledEnemyJungle,totalTimeCrowdControlDealt,champLevel,visionWardsBoughtInGame,sightWardsBoughtInGame,wardsPlaced,wardsKilled,firstBloodKill,firstBloodAssist,firstTowerKill,firstTowerAssist,firstInhibitorKill,firstInhibitorAssist,combatPlayerScore,objectivePlayerScore,totalPlayerScore,totalScoreRank,playerScore0,playerScore1,playerScore2,playerScore3,playerScore4,playerScore5,playerScore6,playerScore7,playerScore8,playerScore9,perk0,perk0Var1,perk0Var2,perk0Var3,perk1,perk1Var1,perk1Var2,perk1Var3,perk2,perk2Var1,perk2Var2,perk2Var3,perk3,perk3Var1,perk3Var2,perk3Var3,perk4,perk4Var1,perk4Var2,perk4Var3,perk5,perk5Var1,perk5Var2,perk5Var3,perkPrimaryStyle,perkSubStyle,statPerk0,statPerk1,statPerk2,highestAchievedSeasonTier,role,lane
1,2,True,3142,3814,1400,3147,1038,3047,3340,23,5,17,9,3,4,600,2,1,0,0,0,146516,24106,111129,11279,0,43162,4476,36478,2207,5672,1,20750,14042,0,18,31,26598,9899,15648,1050,15170,14250,0,0,19,84,56,13,385,16,5,0,14,0,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8128,3998,36,0,8143,1227,0,0,8138,18,0,0,8106,5,0,0,8275,20,0,0,8232,4,40,0,8100,8200,5005,5008,5002,,NONE,JUNGLE
2,3,True,2033,3152,3020,3100,3165,1058,3340,13,6,8,4,1,4,474,0,0,0,0,0,130794,114371,15897,525,0,30516,26640,3736,139,10147,1,14457,7976,5660,9,14,28427,8276,18815,1335,13008,11625,2,0,146,12,4,0,280,15,1,0,3,1,False,False,True,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8112,1651,0,0,8143,1170,0,0,8138,30,0,0,8135,4613,5,0,8236,24,0,0,8233,17,20,0,8100,8200,5008,5008,5003,,DUO,MIDDLE
3,4,True,3857,2420,3142,3179,3147,3117,3364,8,5,22,3,1,3,486,0,0,0,0,0,37388,431,27633,9322,0,15570,431,13482,1656,7280,5,12445,3069,2031,31,43,18685,5090,11734,1861,12035,10350,1,0,31,1,0,0,130,15,0,0,12,5,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8439,446,0,0,8463,1389,0,0,8473,531,0,0,8453,594,132,0,8143,407,0,0,8106,5,0,0,8400,8100,5008,5008,5001,,SOLO,BOTTOM
4,5,True,3508,3140,3153,3006,3031,0,3340,10,4,15,4,2,3,626,2,0,0,0,0,123945,3292,116603,4050,543,26012,1581,24431,0,4130,2,7992,12795,7272,28,3,17821,4489,12154,1177,14007,13050,4,1,167,12,0,5,22,14,2,0,9,2,True,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8005,2185,1416,768,9111,1060,500,0,9104,10,10,0,8014,684,0,0,8236,14,0,0,8275,8,0,0,8000,8200,5005,5008,5002,,DUO,MIDDLE
5,6,False,3153,2033,3111,3091,3067,0,3364,4,14,3,0,1,0,321,0,0,0,0,0,97394,11959,78842,6592,0,18082,3645,12880,1557,4829,1,18801,199,199,10,13,31171,9903,20823,444,9237,8675,0,0,150,0,0,0,80,13,1,0,7,1,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,965,0,0,9111,194,140,0,9104,23,50,0,8014,341,0,0,8345,3,0,0,8352,154,871,546,8000,8300,5005,5008,5003,,SOLO,MIDDLE
6,7,False,3020,3089,3157,1402,3165,0,3364,13,12,3,3,1,3,273,0,0,0,0,0,129516,106681,16959,5876,0,24316,22347,1280,688,9855,1,21050,1271,0,22,43,34232,7377,25169,1686,14609,13475,0,0,54,87,68,0,374,15,3,0,6,3,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8124,940,0,0,8143,898,0,0,8138,30,0,0,8105,16,5,0,8275,20,0,0,8232,3,20,0,8100,8200,5005,5008,5002,,NONE,JUNGLE
7,8,False,2031,1055,3031,3006,3094,0,3363,0,10,11,0,0,0,314,0,0,0,0,0,69930,627,69303,0,490,13406,627,12779,0,2771,4,7595,0,0,9,12,19377,1995,16933,448,8291,7800,0,0,141,0,0,0,44,13,0,0,7,2,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8021,870,0,0,9111,466,220,0,9103,0,0,0,8014,192,0,0,8275,10,0,0,8236,14,0,0,8000,8200,5005,5008,5002,,DUO_CARRY,BOTTOM
8,9,False,3153,2031,3083,1028,1054,0,3340,6,11,5,4,1,1,799,0,0,0,0,0,61465,469,51539,9456,0,21148,469,14771,5907,2092,1,26340,3457,3457,11,28,39081,8779,29421,880,7967,7275,0,0,72,0,0,0,126,13,1,0,5,1,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,830,0,0,9111,741,220,0,9104,19,20,0,8299,854,0,0,8453,364,852,0,8444,1194,0,0,8000,8400,5005,5008,5002,,SOLO,TOP
9,10,False,3152,1054,3855,3116,0,0,3340,4,13,5,2,1,2,344,0,0,0,0,0,25352,17279,4889,3183,0,9724,6884,1972,868,3499,1,15624,0,0,3,3,30529,10222,19762,545,6993,6050,0,0,25,0,0,0,16,12,0,0,2,0,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,338,0,0,9111,470,180,0,9105,28,20,0,8299,354,0,0,8139,588,0,0,8135,832,5,0,8000,8100,5008,5008,5002,,DUO_SUPPORT,BOTTOM
0,1,True,3047,3153,2033,3078,3071,3026,3364,8,4,7,5,2,2,744,2,0,0,0,0,241227,27913,199243,14070,0,18115,6552,10913,650,8759,1,20880,20903,7104,20,13,28711,6354,21088,1268,16868,14583,2,1,271,31,16,7,88,18,2,0,10,2,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,1477,0,0,9111,913,300,0,9105,16,50,0,8299,348,0,0,8345,3,0,0,8352,338,1139,1053,8000,8300,5005,5008,5002,,DUO,TOP
1,2,True,2421,3152,3157,3916,1402,3020,3364,8,6,6,4,2,2,642,2,0,0,0,0,168584,138474,19814,10295,0,15761,14576,237,948,21835,1,23538,12957,0,38,15,39681,10790,28280,609,13642,11625,0,1,32,126,84,11,529,15,3,0,10,6,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,452,0,0,8009,3028,500,0,9105,17,10,0,8299,527,0,0,8143,541,0,0,8135,6401,5,0,8000,8100,5008,5008,5002,,NONE,JUNGLE
2,3,True,3052,1037,3071,3812,3047,3026,3340,3,1,5,2,1,1,752,0,0,0,0,0,203774,0,190171,13603,0,12927,0,12866,61,15236,1,33379,18599,8278,30,20,29942,8303,17095,4544,14956,13375,4,0,239,38,20,11,219,18,2,0,13,4,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,518,0,0,9111,1030,160,0,9105,19,40,0,8299,384,0,0,8446,3744,0,0,8444,1189,0,0,8000,8400,5008,5008,5002,,DUO,TOP
3,4,True,3068,3047,3860,0,3075,0,3364,2,9,12,0,1,0,330,0,0,0,0,0,40122,21200,8960,9961,0,8938,6834,2088,15,1837,1,27978,2115,660,84,63,19653,7339,11658,655,9151,8150,1,0,48,0,0,0,297,14,12,0,44,9,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8439,838,0,0,8446,592,0,0,8444,902,0,0,8453,215,513,0,8313,0,0,0,8345,3,0,0,8400,8300,5007,5002,5002,,DUO_SUPPORT,BOTTOM
4,5,True,3508,1038,3006,3031,1055,1053,3340,4,3,13,4,1,1,834,0,0,0,0,0,201159,7605,191180,2373,981,18630,1218,17057,355,2805,5,11130,24060,2787,24,11,10663,4818,5423,422,13929,11355,1,0,208,42,27,6,233,16,1,0,12,3,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8005,1172,595,576,9101,7957,6504,0,9103,27,40,0,8014,474,0,0,8275,9,0,0,8236,28,0,0,8000,8200,5005,5008,5002,,DUO_CARRY,BOTTOM
5,6,False,3142,3077,3179,3117,3082,3024,3364,4,4,5,3,1,1,771,0,0,0,0,0,113288,476,109847,2964,0,10793,304,9214,1274,4817,1,15394,1321,1321,15,18,17569,5259,11931,378,10802,10800,0,0,187,1,0,0,289,14,1,0,4,3,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9923,48,69,0,8143,203,0,0,8138,10,0,0,8105,16,5,0,8313,0,0,0,8345,3,0,0,8100,8300,5008,5008,5002,,DUO,TOP
6,7,False,3109,3860,3050,1028,3076,3117,3364,2,7,15,0,1,0,456,0,0,0,0,0,38867,19453,12351,7062,20,12518,8013,3209,1295,1842,5,36281,2548,553,68,62,20181,5485,14045,650,9369,7775,0,0,37,0,0,0,144,13,5,0,33,11,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8439,1149,0,0,8463,1273,0,0,8473,812,0,0,8451,185,0,0,8345,3,0,0,8347,0,0,0,8400,8300,5007,5002,5001,,DUO_SUPPORT,BOTTOM
7,8,False,3077,1036,1028,3047,3075,3068,3340,0,3,2,0,0,0,894,0,0,0,0,0,131184,55571,65091,10521,0,12585,6493,5190,901,2044,1,30193,4636,827,18,22,19128,5952,12942,233,9753,9500,0,0,199,8,0,0,343,16,1,0,12,1,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8437,704,524,0,8401,423,0,0,8473,711,0,0,8451,224,0,0,8126,582,0,0,8106,2,0,0,8400,8100,5005,5008,5002,,DUO,TOP
8,9,False,3153,0,3042,3158,3033,3025,3363,10,5,8,10,3,1,1038,2,1,0,0,0,201987,25417,171817,4752,0,35325,13411,20088,1824,2720,2,14674,13657,7077,24,13,19728,7436,11960,332,14437,13375,2,0,201,27,16,0,515,14,1,0,9,2,False,False,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,637,0,0,8009,5770,500,0,9103,17,0,0,8014,498,0,0,8226,250,1792,0,8210,0,0,0,8000,8200,5005,5008,5002,,DUO_CARRY,BOTTOM
9,10,False,1400,3111,2055,2420,3071,3052,3364,7,6,6,3,1,3,682,0,0,0,0,0,157182,34515,105657,17009,0,11978,1836,9373,768,7935,1,21862,28273,1509,18,15,27945,7104,20404,436,11143,9550,2,0,37,116,88,4,281,14,11,0,12,3,True,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,97,0,0,9111,702,260,0,9105,11,50,0,8299,274,0,0,8143,296,0,0,8138,18,0,0,8000,8100,5005,5008,5002,,NONE,JUNGLE
0,1,True,3157,2031,3146,3020,1054,1052,3363,3,7,2,0,1,0,382,0,0,0,0,0,100368,64354,26295,9719,0,11858,7288,3877,692,4363,1,9756,3591,1031,33,4,19578,10799,7807,971,9819,8485,0,0,175,6,6,0,43,14,4,0,13,4,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8021,1875,0,0,8009,205,50,0,9105,23,50,0,8014,285,0,0,8316,3650,0,0,8304,11,1,5,8000,8300,5008,5008,5003,,SOLO,MIDDLE
1,2,True,1055,3077,3181,3071,3047,3052,3340,2,4,6,2,1,1,679,0,0,0,0,0,173801,86,153748,19966,0,13974,86,13694,193,2148,1,24634,17084,11431,9,6,28669,8775,19671,223,11431,10350,6,1,195,16,0,9,88,16,1,0,6,0,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,682,0,0,9111,910,160,0,9104,18,20,0,8299,346,0,0,8446,2892,0,0,8473,869,0,0,8000,8400,5005,5008,5002,,SOLO,TOP
2,3,True,3006,3153,1036,3124,3094,3155,3363,17,5,10,7,2,3,723,3,0,0,0,0,177430,20181,132224,25024,492,50149,6808,32034,11305,4509,2,14886,12118,8135,13,11,25779,11923,13125,730,16431,12800,2,0,199,10,10,0,107,16,0,0,8,2,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8005,2641,1679,961,9111,1936,540,0,9104,16,0,0,8014,948,0,0,8275,10,0,0,8236,14,0,0,8000,8200,5005,5008,5002,,DUO_CARRY,BOTTOM
3,4,True,3853,3190,3114,3801,3504,3117,3364,4,1,20,3,1,1,991,0,0,0,0,0,19871,15959,3708,204,0,7268,5725,1401,142,566,1,7670,2603,2317,50,21,8834,4415,4302,116,10004,7825,1,0,14,0,0,0,173,15,5,0,24,7,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8214,776,1337,0,8226,250,398,0,8210,0,0,0,8237,394,0,0,8345,3,0,0,8347,0,0,0,8200,8300,5008,5008,5002,,DUO_SUPPORT,BOTTOM
4,5,True,3077,3193,2055,3211,1401,3111,3364,5,6,4,3,1,2,558,0,0,0,0,0,124919,44922,66385,13612,0,9058,5044,3024,990,15530,1,27329,21626,0,18,21,28804,10122,18277,403,9654,8850,0,0,30,96,71,0,216,13,3,0,2,4,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8005,820,539,280,9111,635,180,0,9103,0,0,0,8299,249,0,0,8106,4,0,0,8126,388,0,0,8000,8100,5005,5008,5002,,NONE,JUNGLE
5,6,False,2421,3905,3853,3191,3108,3117,3364,2,4,8,2,1,1,1173,0,0,0,0,0,25964,21497,1923,2543,0,8479,7921,558,0,4080,3,7000,3653,0,52,47,13184,3126,9043,1014,7089,6950,0,0,25,0,0,0,88,12,4,0,21,9,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8229,1217,0,0,8226,250,322,0,8233,20,20,0,8237,661,0,0,8009,2205,500,0,8014,163,0,0,8200,8000,5008,5008,5002,,DUO_SUPPORT,BOTTOM
6,7,False,2033,3078,1038,3053,1055,3047,3340,4,6,4,3,1,1,902,0,0,0,0,0,135322,20154,112087,3080,0,15804,5177,10626,0,6715,1,21993,3606,3030,29,19,29498,4091,20771,4635,10512,10358,1,0,209,0,0,0,80,15,1,0,9,4,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,963,0,0,9111,655,160,0,9104,17,50,0,8299,669,0,0,8345,3,0,0,8352,276,1476,960,8000,8300,5005,5008,5002,,SOLO,TOP
7,8,False,1400,3075,3153,2055,1028,3009,3363,6,7,5,3,1,1,824,0,0,0,0,0,138698,3370,119035,16292,18,11111,481,9166,1463,7763,1,21982,22374,2431,30,21,28106,6682,18240,3182,10874,10725,1,0,48,112,53,20,283,15,6,0,8,4,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8005,841,434,406,9111,405,220,0,9104,13,30,0,8014,272,0,0,8126,450,0,0,8135,3126,5,0,8000,8100,5005,5008,5002,,NONE,JUNGLE
8,9,False,3153,3025,3158,3123,0,3042,3363,5,7,5,3,1,1,412,0,0,0,0,0,129357,19334,99110,10912,0,21760,7980,13713,66,484,1,8874,589,589,19,6,16280,4237,9852,2190,10999,10650,0,0,171,16,12,0,177,13,0,0,9,4,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,105,0,0,8009,4647,500,0,9103,0,0,0,8017,1384,0,0,8226,250,950,0,8210,0,0,0,8000,8200,5005,5008,5002,,DUO_CARRY,BOTTOM
9,10,False,3165,1058,3020,1058,3285,0,3364,6,7,10,3,1,1,392,0,0,0,0,0,91777,75383,15094,1299,0,25160,22159,2084,915,6440,1,10364,1304,1304,24,22,26045,9665,14079,2300,11172,10950,1,0,140,12,12,0,71,14,4,0,8,4,True,False,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8112,1639,0,0,8139,1293,0,0,8138,30,0,0,8135,3003,4,0,8226,250,1351,0,8210,0,0,0,8100,8200,5005,5008,5003,,SOLO,MIDDLE
0,1,False,1055,3004,3006,1043,1037,0,3340,3,6,2,0,1,0,444,0,0,0,0,0,40701,4352,31789,4560,0,6991,2597,4394,0,1157,2,4926,782,782,5,0,9926,1880,7937,108,6086,5875,0,0,98,0,0,0,0,9,0,0,2,1,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9923,28,66,0,8139,376,0,0,8138,6,0,0,8135,214,3,0,8009,578,500,0,9103,0,0,0,8100,8000,5005,5008,5002,,DUO_SUPPORT,NONE
1,2,False,1413,1029,2055,0,1029,3047,3364,0,3,5,0,0,0,662,0,0,0,0,0,54251,25818,24895,3537,0,3454,1686,1361,405,4625,1,10108,751,272,6,20,13475,4012,9348,114,4723,4500,0,0,16,52,45,4,126,9,2,0,3,1,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,111,0,0,9111,257,100,0,9104,0,0,0,8014,81,0,0,8138,6,0,0,8135,1079,4,0,8000,8100,5005,5008,5002,,DUO_SUPPORT,NONE
2,3,False,3751,3076,2031,3065,1054,3111,3340,4,1,3,4,1,1,1063,0,0,0,0,0,61453,43320,15493,2640,0,12455,9641,2311,502,6753,1,17060,2613,708,10,49,18616,6422,11466,728,6926,6650,0,0,103,0,0,0,337,12,2,0,7,0,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8439,844,0,0,8446,431,0,0,8429,34,14,16,8451,149,0,0,8226,250,408,0,8210,0,0,0,8400,8200,5005,5002,5003,,DUO_SUPPORT,NONE
3,4,False,3851,3285,1001,1052,1028,0,3364,3,3,4,3,1,1,599,0,0,0,0,0,12582,8828,3287,466,0,6722,5047,1208,466,709,1,3504,1122,1122,8,15,9239,1449,7741,48,5292,5110,1,0,7,0,0,0,15,9,1,0,4,1,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8112,505,0,0,8139,533,0,0,8138,14,0,0,8135,263,5,0,8226,250,107,0,8210,0,0,0,8100,8200,5008,5008,5002,,DUO_SUPPORT,NONE
4,5,False,2010,2003,3006,3046,1053,0,3340,2,5,2,0,1,0,533,0,0,0,0,0,36220,756,33528,1935,323,3793,189,2786,818,402,1,7359,0,0,5,0,11339,1329,9155,854,5296,5100,0,0,76,0,0,0,0,10,0,0,4,0,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8437,161,116,0,8463,0,0,0,8473,421,0,0,8451,116,0,0,8345,3,0,0,8347,0,0,0,8400,8300,5007,5002,5001,,DUO_SUPPORT,NONE
5,6,True,3855,0,0,3109,3117,3105,3364,3,2,7,3,2,1,615,1,0,0,0,0,15347,3196,7364,4786,0,6039,3028,2453,558,744,4,7361,1632,1021,19,25,9097,3566,4507,1023,5543,4900,1,0,24,0,0,0,73,10,2,0,12,0,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8439,390,0,0,8463,632,0,0,8473,450,0,0,8451,117,0,0,8304,10,3,0,8345,3,0,0,8400,8300,5008,5008,5002,,DUO_SUPPORT,NONE
6,7,True,1055,2031,2055,3508,3111,0,3340,5,3,5,2,2,2,328,1,0,0,0,0,69209,1893,63795,3520,515,7590,333,7256,0,781,3,2725,7100,6847,4,2,6056,2735,3012,308,8088,4825,1,0,120,4,0,3,60,11,1,0,2,1,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8005,662,434,228,9111,244,200,0,9103,0,0,0,8014,217,0,0,8304,9,4,5,8345,3,0,0,8000,8300,5005,5008,5002,,DUO_SUPPORT,NONE
7,8,True,3706,3026,2031,3047,0,0,3340,2,1,5,0,1,0,977,0,0,0,0,0,59268,17596,33014,8657,0,4859,2637,1863,358,9754,1,9174,19301,921,25,12,14464,3933,10009,522,6159,5075,0,0,13,64,32,4,195,9,3,0,9,2,True,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8005,433,301,131,8009,749,500,0,9104,14,10,0,8014,153,0,0,8313,0,0,0,8347,0,0,0,8000,8300,5008,5008,5002,,DUO_SUPPORT,NONE
8,9,True,1055,1053,3133,3031,3087,3006,3340,7,2,1,7,3,1,976,2,1,0,0,0,132148,17588,113207,1352,566,15641,1731,12973,936,2854,1,9340,9720,8703,13,23,9793,2490,7172,130,10690,9900,3,1,171,15,0,13,145,13,2,0,7,0,False,False,True,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,808,0,0,9111,382,160,0,9105,13,50,0,8014,290,0,0,8139,483,0,0,8135,1488,5,0,8000,8100,5005,5008,5003,,DUO,NONE
9,10,True,3146,2031,1055,1052,0,1001,3363,1,4,0,0,1,0,313,0,0,0,0,0,42643,21403,21239,0,0,11420,6030,5390,0,1561,1,5085,1801,1801,8,20,11424,7070,4145,208,5427,4835,2,0,104,0,0,0,31,11,0,0,4,1,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,342,0,0,8009,40,10,0,9105,0,0,0,8014,106,0,0,8139,769,0,0,8106,1,0,0,8000,8100,5005,5008,5002,,DUO_SUPPORT,NONE
0,1,True,3108,0,3860,2424,3109,3117,3364,2,1,17,0,1,0,627,0,0,0,0,0,13252,5338,3490,4423,0,3184,2381,802,0,1650,5,7046,2150,820,47,35,7262,3083,3856,322,6482,5150,0,1,24,0,0,0,75,11,6,0,26,4,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8465,1778,0,0,8463,926,0,0,8473,211,0,0,8451,153,0,0,8313,0,0,0,8345,3,0,0,8400,8300,5007,5003,5002,,DUO_SUPPORT,MIDDLE
1,2,True,3100,2033,3157,1082,3111,3027,3340,7,0,11,7,1,1,0,0,0,0,0,0,135244,113658,19568,2017,0,13839,10716,2490,633,4091,1,9041,5209,5209,11,34,12189,5714,6336,138,12111,11125,2,0,213,4,4,0,198,14,1,0,9,0,True,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8360,10,0,0,8313,0,0,0,8316,4583,0,0,8352,346,1786,1062,8009,2454,500,0,9105,14,20,0,8300,8000,5005,5008,5003,,DUO,MIDDLE
2,3,True,2031,3009,3095,3094,1055,1038,3363,6,1,10,4,2,2,863,1,0,0,0,0,124042,3690,117840,2512,1459,12242,374,11589,279,1634,4,3442,14323,3971,20,20,7433,1867,5339,226,10108,8775,3,0,175,15,7,0,61,12,1,0,8,4,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8021,809,0,0,8009,2147,500,0,9103,20,10,0,8014,399,0,0,8236,14,0,0,8275,6,0,0,8000,8200,5005,5008,5002,,DUO,MIDDLE
3,4,True,2422,2031,2055,3071,1412,3179,3340,7,2,12,7,2,1,494,2,0,0,0,0,139999,25864,102914,11220,0,12213,771,10852,588,8632,1,18081,26016,1189,22,18,20584,6040,14048,496,9948,8475,0,0,23,127,84,11,432,13,4,0,10,4,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,661,0,0,9111,1055,380,0,9104,14,20,0,8014,504,0,0,8304,9,0,0,8347,0,0,0,8000,8300,5005,5008,5002,,NONE,JUNGLE
4,5,True,3068,3010,1054,3047,1033,0,3340,0,2,15,0,0,0,646,0,0,0,0,0,79531,28892,40423,10215,0,9597,3835,5762,0,820,1,12775,1554,1554,10,29,13800,5671,7994,134,6589,5975,0,0,108,4,4,0,325,12,1,0,8,0,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8437,675,539,0,8446,1037,0,0,8473,401,0,0,8451,169,0,0,8345,3,0,0,8347,0,0,0,8400,8300,5007,5002,5002,,SOLO,TOP
5,6,False,2420,2031,3153,1055,3085,3006,3363,2,3,2,0,1,0,862,0,0,0,0,0,99781,0,99049,732,292,7216,0,7168,48,714,1,5797,2854,2854,17,7,7974,3412,4562,0,8742,8375,1,0,197,0,0,0,256,11,1,0,7,3,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9923,40,88,0,8139,371,0,0,8138,4,0,0,8135,307,4,0,9101,1085,2334,0,9104,20,0,0,8100,8000,5005,5008,5002,,DUO_CARRY,BOTTOM
6,7,False,3152,2031,2055,1082,3020,1402,3364,1,4,1,0,1,0,584,0,0,0,0,0,105325,74282,22865,8177,0,8210,6458,1049,702,8367,1,9281,6209,0,16,11,19812,4118,15377,316,6844,6675,0,0,19,99,82,0,484,10,5,0,5,1,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8128,207,5,0,8143,225,0,0,8138,4,0,0,8135,1911,2,0,8304,12,0,0,8347,0,0,0,8100,8300,5005,5008,5003,,NONE,JUNGLE
7,8,False,3050,3857,2003,0,1028,3117,3364,1,6,3,0,1,0,440,0,0,0,0,0,17835,8939,4717,4177,0,7118,5772,820,526,354,3,11446,0,0,39,35,11589,4851,6573,164,5301,4475,0,0,27,4,4,0,117,9,3,0,15,5,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8439,397,0,0,8463,686,0,0,8473,367,0,0,8451,130,0,0,8345,3,0,0,8347,0,0,0,8400,8300,5007,5002,5001,,DUO_SUPPORT,BOTTOM
8,9,False,3152,3802,2031,1056,1056,3111,3340,0,6,3,0,0,0,321,0,0,0,0,0,96679,86354,5915,4410,0,8684,8450,234,0,0,0,15347,210,0,12,20,14839,2466,11798,574,6693,5950,0,0,148,0,0,0,58,12,0,0,7,1,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8439,282,0,0,8401,182,0,0,8473,324,0,0,8453,79,532,0,8275,6,0,0,8210,0,0,0,8400,8200,5008,5008,5003,,SOLO,MIDDLE
9,10,False,1042,3077,1018,3508,1037,3006,3364,2,3,0,2,1,1,718,0,0,0,0,0,127608,0,123833,3775,997,6813,0,6773,40,5525,1,17205,15297,6472,25,5,19183,5329,13407,445,9022,8500,2,0,172,17,1,9,46,13,2,0,7,3,False,False,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8008,0,50,0,9111,278,40,0,9105,20,30,0,8299,603,0,0,8446,1702,0,0,8444,925,0,0,8000,8400,5005,5008,5003,,SOLO,TOP
0,1,True,1401,3111,3748,3211,3067,1028,3364,4,7,4,2,2,2,659,1,0,0,0,0,148625,58069,76436,14119,0,5645,3916,1332,396,15151,1,19382,20080,868,22,12,33162,7434,24976,752,10794,9575,1,0,25,140,92,8,202,15,1,0,5,4,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8005,455,319,135,9111,206,160,0,9105,19,30,0,8299,45,0,0,8234,10602,0,0,8232,4,50,0,8000,8200,5005,5008,5003,,NONE,JUNGLE
1,2,True,3020,3157,1026,1052,3165,3285,3340,10,4,10,5,2,2,611,2,0,0,0,0,169088,152736,16291,60,0,27565,26827,678,60,1010,1,8881,8063,6815,41,23,15099,6870,7803,425,13662,12035,1,0,189,8,4,0,106,17,4,0,15,1,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8229,1397,0,0,8226,250,1194,0,8210,20,0,0,8236,48,0,0,8313,0,0,0,8347,0,0,0,8200,8300,5008,5008,5002,,SOLO,MIDDLE
