,match_id,teamId,win,firstBlood,firstTower,firstInhibitor,firstBaron,firstDragon,firstRiftHerald
1,{3414965837},2,Fail,False,False,False,False,False,False
0,{3414965845},1,Win,False,False,True,True,False,False
1,{3414965845},2,Fail,True,True,False,False,True,True
0,{3414965856},1,Win,True,False,True,False,False,True
1,{3414965856},2,Fail,False,True,False,False,True,False
0,{3414965871},1,Fail,False,False,False,False,False,True
1,{3414965871},2,Win,True,True,True,False,True,False
0,{3414965880},1,Fail,False,True,False,False,False,True
1,{3414965880},2,Win,True,False,True,True,True,False
0,{3414965900},1,Fail,True,False,False,False,False,False
1,{3414965900},2,Win,False,True,True,True,True,True
0,{3414965907},1,Fail,True,False,False,False,False,False
1,{3414965907},2,Win,False,True,True,True,True,True
0,{3414965940},1,Win,True,True,True,False,True,False
1,{3414965940},2,Fail,False,False,False,False,False,True
0,{3414965941},1,Fail,False,True,False,False,True,True
1,{3414965941},2,Win,True,False,True,True,False,False
0,{3414965981},1,Fail,True,False,False,False,False,False
1,{3414965981},2,Win,False,True,True,False,True,True
0,{3414965987},1,Win,False,False,True,False,True,False
1,{3414965987},2,Fail,True,True,False,True,False,True
0,{3414966002},1,Fail,False,True,False,False,False,False
1,{3414966002},2,Win,True,False,True,True,True,True
0,{3414966027},1,Win,True,True,True,True,True,True
1,{3414966027},2,Fail,False,False,False,False,False,False
0,{3414966030},1,Win,False,True,True,True,True,True
1,{3414966030},2,Fail,True,False,False,False,False,False
0,{3414966049},1,Fail,False,True,False,False,False,True
1,{3414966049},2,Win,True,False,True,True,True,False
0,{3414966054},1,Fail,False,False,False,False,False,False
1,{3414966054},2,Win,True,True,True,True,True,True
0,{3414966068},1,Win,True,True,True,True,False,True
1,{3414966068},2,Fail,False,False,False,False,True,False
0,{3414966099},1,Win,True,False,False,False,True,False
1,{3414966099},2,Fail,False,True,False,False,False,True
0,{3414966111},1,Win,True,True,True,True,False,False
1,{3414966111},2,Fail,False,False,False,False,True,True
0,{3414966114},1,Fail,True,False,False,False,False,True
1,{3414966114},2,Win,False,True,True,False,True,False
0,{3414966124},1,Win,True,True,False,True,True,True
1,{3414966124},2,Fail,False,False,True,False,False,False
0,{3414966131},1,Win,True,True,True,False,True,True
1,{3414966131},2,Fail,False,False,False,False,False,False
0,{3414966149},1,Fail,True,False,False,False,True,True
1,{3414966149},2,Win,False,True,True,False,False,False
0,{3414966158},1,Win,True,True,True,False,True,False
1,{3414966158},2,Fail,False,False,False,False,False,True
0,{3414966169},1,Fail,False,True,False,False,False,False
1,{3414966169},2,Win,True,False,False,False,True,True
0,{3414966180},1,Win,True,True,True,True,False,False
1,{3414966180},2,Fail,False,False,False,False,True,True
0,{3414966189},1,Win,True,True,False,False,True,True
1,{3414966189},2,Fail,False,False,False,False,False,False
0,{3414966191},1,Fail,True,True,True,True,True,True
1,{3414966191},2,Win,False,False,False,False,False,False
0,{3414966193},1,Fail,False,False,False,False,False,False
1,{3414966193},2,Win,True,True,True,False,True,True
0,{3414966234},1,Fail,True,False,False,False,True,False
1,{3414966234},2,Win,False,True,True,False,False,True
0,{3414966241},1,Fail,False,False,False,False,True,False
1,{3414966241},2,Win,True,True,True,True,False,True
0,{3414966248},1,Win,True,True,True,True,True,True
1,{3414966248},2,Fail,False,False,False,False,False,False
0,{3414966250},1,Win,True,False,True,False,False,False
1,{3414966250},2,Fail,False,True,False,True,True,True
0,{3414966256},1,Win,True,True,False,False,False,True
1,{3414966256},2,Fail,False,False,False,False,True,False
0,{3414966264},1,Fail,True,False,True,True,True,False
1,{3414966264},2,Win,False,True,False,False,False,True
0,{3414966273},1,Fail,True,False,False,False,False,False
1,{3414966273},2,Win,False,True,True,True,True,True
0,{3414966286},1,Win,False,True,True,True,True,True
1,{3414966286},2,Fail,True,False,False,False,False,False
0,{3414966290},1,Win,False,True,True,True,True,True
1,{3414966290},2,Fail,True,False,False,False,False,False
0,{3414966318},1,Fail,True,True,True,True,True,True
1,{3414966318},2,Win,False,False,False,False,False,False
0,{3414966320},1,Fail,False,False,False,True,False,True
1,{3414966320},2,Win,True,True,True,False,True,False
0,{3414966345},1,Fail,False,False,False,False,True,False
1,{3414966345},2,Win,True,True,True,True,False,True
0,{3414966367},1,Fail,True,True,False,False,False,True
1,{3414966367},2,Win,False,False,True,True,True,False
0,{3414966374},1,Fail,True,True,True,True,False,True
1,{3414966374},2,Win,False,False,False,False,True,False
0,{3414966380},1,Win,False,False,False,False,False,False
1,{3414966380},2,Fail,False,False,False,False,False,False
0,{3414966384},1,Fail,False,False,False,False,True,False
1,{3414966384},2,Win,True,True,True,True,False,True
0,{3414966397},1,Fail,True,False,False,False,True,False
1,{3414966397},2,Win,False,True,True,False,False,True
0,{3414966398},1,Win,False,True,True,True,True,True
1,{3414966398},2,Fail,True,False,False,False,False,False
0,{3414966403},1,Win,True,True,True,False,True,True
1,{3414966403},2,Fail,False,False,False,False,False,False
0,{3414966429},1,Fail,False,False,False,False,True,False
1,{3414966429},2,Win,True,True,True,False,False,True
0,{3414966432},1,Fail,True,False,False,False,False,False
1,{3414966432},2,Win,False,True,True,True,True,True
0,{3414966443},1,Fail,False,False,False,False,False,False
1,{3414966443},2,Win,True,True,False,False,True,False
0,{3414966448},1,Win,False,False,True,False,False,True
1,{3414966448},2,Fail,True,True,False,True,True,False
0,{3414966449},1,Fail,False,False,False,False,False,False
1,{3414966449},2,Win,True,True,True,True,True,True
0,{3414966455},1,Fail,False,False,False,False,True,True
1,{3414966455},2,Win,True,True,True,True,False,False
0,{3414966461},1,Fail,False,False,False,False,False,False
1,{3414966461},2,Win,True,True,True,True,True,True
0,{3414966462},1,Fail,False,True,False,False,False,False
1,{3414966462},2,Win,True,False,True,True,True,True
0,{3414966472},1,Fail,False,False,False,False,False,False
1,{3414966472},2,Win,True,True,True,False,True,True
0,{3414966481},1,Win,True,True,True,False,True,True
1,{3414966481},2,Fail,False,False,False,False,False,False
0,{3414966504},1,Fail,False,False,False,False,False,False
1,{3414966504},2,Win,True,True,True,False,True,True
0,{3414966506},1,Win,True,True,False,True,True,True
1,{3414966506},2,Fail,False,False,True,False,False,False
0,{3414966526},1,Fail,False,False,False,False,False,False
1,{3414966526},2,Win,True,True,True,True,True,True
0,{3414966527},1,Fail,False,False,False,False,False,False
1,{3414966527},2,Win,True,True,True,True,True,True
0,{3414966531},1,Fail,True,True,False,True,False,False
1,{3414966531},2,Win,False,False,True,False,True,True
0,{3414966539},1,Win,True,True,True,True,False,True
1,{3414966539},2,Fail,False,False,False,False,True,False
0,{3414966542},1,Fail,True,True,True,False,True,True
1,{3414966542},2,Win,False,False,False,True,False,False
0,{3414966543},1,Win,True,True,True,False,True,True
1,{3414966543},2,Fail,False,False,False,False,False,False
0,{3414966549},1,Win,True,True,False,False,False,True
1,{3414966549},2,Fail,False,False,False,False,True,False
0,{3414966563},1,Fail,True,False,False,False,False,False
1,{3414966563},2,Win,False,True,True,True,True,True
0,{3414966582},1,Fail,False,False,False,False,False,False
1,{3414966582},2,Win,True,True,True,False,True,True
0,{3414966583},1,Fail,False,True,True,False,False,False
1,{3414966583},2,Win,True,False,False,True,True,True
0,{3414966591},1,Fail,False,False,False,False,False,False
1,{3414966591},2,Win,True,True,True,False,True,True
0,{3414966617},1,Fail,False,False,False,False,False,False
1,{3414966617},2,Win,True,True,False,False,True,False
0,{3414966629},1,Fail,False,False,True,False,False,True
1,{3414966629},2,Win,True,True,False,False,True,False
0,{3414966653},1,Win,False,True,True,True,True,True
1,{3414966653},2,Fail,True,False,False,False,False,False
0,{3414966654},1,Fail,False,False,False,False,False,False
1,{3414966654},2,Win,True,True,False,False,True,True
0,{3414966656},1,Win,False,True,True,False,True,True
1,{3414966656},2,Fail,True,False,False,False,False,False
0,{3414966664},1,Win,False,True,True,False,True,True
1,{3414966664},2,Fail,True,False,False,True,False,False
0,{3414966666},1,Fail,True,True,False,False,True,False
1,{3414966666},2,Win,False,False,True,True,False,True
0,{3414966669},1,Fail,False,False,False,False,False,False
1,{3414966669},2,Win,True,True,True,True,True,True
0,{3414966679},1,Win,True,True,True,False,True,False
1,{3414966679},2,Fail,False,False,False,False,False,True
0,{3414966680},1,Fail,False,False,False,False,False,False
1,{3414966680},2,Win,True,True,False,False,True,False
0,{3414966697},1,Win,True,True,True,False,True,False
1,{3414966697},2,Fail,False,False,False,False,False,False
0,{3414966701},1,Fail,False,True,False,False,True,True
1,{3414966701},2,Win,True,False,False,False,False,False
0,{3414966704},1,Win,False,False,True,True,True,False
1,{3414966704},2,Fail,True,True,False,False,False,True
0,{3414966709},1,Fail,True,True,True,True,False,False
1,{3414966709},2,Win,False,False,False,False,True,True
0,{3414966729},1,Fail,False,False,False,False,True,False
1,{3414966729},2,Win,True,True,True,True,False,True
0,{3414966759},1,Win,False,True,False,False,True,True
1,{3414966759},2,Fail,True,False,False,False,False,False
0,{3414966775},1,Win,True,True,True,True,True,False
1,{3414966775},2,Fail,False,False,False,False,False,True
0,{3414966778},1,Win,True,True,True,True,True,True
1,{3414966778},2,Fail,False,False,False,False,False,False
0,{3414966787},1,Fail,False,True,False,False,False,True
1,{3414966787},2,Win,True,False,True,True,True,False
0,{3414966791},1,Win,False,True,False,False,False,False
1,{3414966791},2,Fail,True,False,False,False,True,False
0,{3414966804},1,Win,True,True,True,False,True,True
1,{3414966804},2,Fail,False,False,False,False,False,False
0,{3414966805},1,Win,False,True,True,True,False,True
1,{3414966805},2,Fail,True,False,False,False,True,False
0,{3414966806},1,Win,True,True,True,True,False,True
1,{3414966806},2,Fail,False,False,False,False,True,False
0,{3414966807},1,Fail,False,False,False,False,False,True
1,{3414966807},2,Win,True,True,True,True,True,False
0,{3414966808},1,Fail,False,False,False,False,False,True
1,{3414966808},2,Win,True,True,True,True,True,False
0,{3414966825},1,Fail,True,False,False,False,False,False
1,{3414966825},2,Win,False,True,True,True,True,True
0,{3414966829},1,Fail,False,False,False,False,False,False
1,{3414966829},2,Win,True,True,True,False,True,True
0,{3414966830},1,Fail,True,False,False,False,False,True
1,{3414966830},2,Win,False,True,True,True,True,False
0,{3414966839},1,Win,True,True,False,False,False,False
1,{3414966839},2,Fail,False,False,False,False,True,True
0,{3414966840},1,Win,False,True,True,False,True,True
1,{3414966840},2,Fail,True,False,False,True,False,False
0,{3414966844},1,Fail,True,False,False,False,False,False
1,{3414966844},2,Win,False,True,True,True,True,True
0,{3414966847},1,Win,True,True,True,True,True,True
1,{3414966847},2,Fail,False,False,False,False,False,False
0,{3414966853},1,Win,False,True,True,True,True,True
1,{3414966853},2,Fail,True,False,False,False,False,False
0,{3414966870},1,Fail,False,False,False,False,True,False
1,{3414966870},2,Win,True,True,True,True,False,True
0,{3414966874},1,Win,True,False,True,True,False,False
1,{3414966874},2,Fail,False,True,False,False,True,True
0,{3414966883},1,Win,True,True,True,False,True,True
1,{3414966883},2,Fail,False,False,False,False,False,False
0,{3414966894},1,Win,True,True,True,True,True,True
1,{3414966894},2,Fail,False,False,False,False,False,False
0,{3414966913},1,Fail,True,False,False,False,False,False
1,{3414966913},2,Win,False,True,True,True,True,True
0,{3414966955},1,Win,True,True,True,False,False,True
1,{3414966955},2,Fail,False,False,False,False,True,False
0,{3414966956},1,Win,False,True,True,True,True,False
1,{3414966956},2,Fail,True,False,False,False,False,True
0,{3414966970},1,Fail,False,True,False,False,False,True
1,{3414966970},2,Win,True,False,True,True,True,False
0,{3414966995},1,Win,True,True,True,False,True,True
1,{3414966995},2,Fail,False,False,False,True,False,False
0,{3414966997},1,Win,True,True,True,True,False,True
1,{3414966997},2,Fail,False,False,False,False,True,False
0,{3414967002},1,Win,False,False,True,True,False,False
1,{3414967002},2,Fail,True,True,False,False,True,True
0,{3414967009},1,Fail,True,True,False,True,True,False
1,{3414967009},2,Win,False,False,True,False,False,True
0,{3414967025},1,Fail,False,False,False,False,False,False
1,{3414967025},2,Win,True,True,True,False,True,True
0,{3414967044},1,Fail,False,False,False,False,True,False
1,{3414967044},2,Win,True,True,True,True,False,True
0,{3414967045},1,Fail,True,False,False,False,True,False
1,{3414967045},2,Win,False,True,False,False,False,True
0,{3414967047},1,Fail,True,True,True,True,True,True
1,{3414967047},2,Win,False,False,False,False,False,False
0,{3414967050},1,Fail,False,False,False,False,False,False
1,{3414967050},2,Win,True,True,False,False,True,True
0,{3414967066},1,Fail,True,False,False,False,False,True
1,{3414967066},2,Win,False,True,True,True,True,False
0,{3414967071},1,Win,False,True,True,False,False,False
1,{3414967071},2,Fail,True,False,False,False,True,True
0,{3414967077},1,Fail,False,False,False,False,False,False
1,{3414967077},2,Win,True,True,True,True,True,True
0,{3414967093},1,Fail,False,True,True,True,True,True
1,{3414967093},2,Win,True,False,False,False,False,False
0,{3414967096},1,Win,False,False,False,False,False,False
1,{3414967096},2,Fail,True,False,False,False,False,False
0,{3414967127},1,Fail,False,False,False,False,False,False
1,{3414967127},2,Win,True,True,True,False,True,True
0,{3414967132},1,Fail,False,False,False,False,False,False
1,{3414967132},2,Win,True,True,True,True,True,True
0,{3414967133},1,Win,True,True,False,False,False,True
1,{3414967133},2,Fail,False,False,False,False,True,False
0,{3414967135},1,Fail,True,False,False,False,False,False
1,{3414967135},2,Win,False,True,True,True,True,True
0,{3414967154},1,Win,False,True,True,True,False,True
1,{3414967154},2,Fail,True,False,False,False,True,False
0,{3414967164},1,Fail,False,False,False,False,False,False
1,{3414967164},2,Win,True,True,True,True,True,True
0,{3414967167},1,Win,False,False,False,False,True,True
1,{3414967167},2,Fail,True,True,True,False,False,False
0,{3414967176},1,Fail,False,False,False,True,False,False
1,{3414967176},2,Win,True,True,True,False,True,True
0,{3414967177},1,Win,True,True,True,True,False,True
1,{3414967177},2,Fail,False,False,False,False,True,False
0,{3414967192},1,Win,False,False,True,True,False,False
1,{3414967192},2,Fail,True,True,False,False,True,True
0,{3414967196},1,Fail,False,False,False,False,True,False
1,{3414967196},2,Win,True,True,False,True,False,True
0,{3414967199},1,Fail,True,True,True,False,False,True
1,{3414967199},2,Win,False,False,False,True,True,False
0,{3414967215},1,Win,True,True,False,False,True,True
1,{3414967215},2,Fail,False,False,False,False,False,False
0,{3414967236},1,Fail,False,False,False,False,True,False
1,{3414967236},2,Win,True,True,True,True,False,False
0,{3414967251},1,Fail,False,False,False,False,False,False
1,{3414967251},2,Win,True,True,True,False,True,True
0,{3414967262},1,Fail,True,False,False,False,False,False
1,{3414967262},2,Win,False,True,True,True,True,True
0,{3414967263},1,Win,False,True,True,False,False,True
1,{3414967263},2,Fail,True,False,False,True,True,False
0,{3414967295},1,Win,False,False,False,True,True,True
1,{3414967295},2,Fail,True,True,True,False,False,False
0,{3414967310},1,Fail,True,False,False,False,False,True
1,{3414967310},2,Win,False,True,True,True,True,False
0,{3414967315},1,Win,False,True,True,False,False,True
1,{3414967315},2,Fail,True,False,False,True,True,False
0,{3414967322},1,Win,True,False,True,True,True,False
1,{3414967322},2,Fail,False,True,False,False,False,False
0,{3414967323},1,Fail,True,True,False,False,False,True
1,{3414967323},2,Win,False,False,True,True,True,False
0,{3414967326},1,Win,False,True,False,False,True,False
1,{3414967326},2,Fail,True,False,False,False,False,False
0,{3414967329},1,Fail,False,False,False,False,True,False
1,{3414967329},2,Win,True,True,True,True,False,True
0,{3414967330},1,Fail,False,False,False,False,False,False
1,{3414967330},2,Win,True,True,True,False,True,True
0,{3414967335},1,Fail,False,True,False,False,True,False
1,{3414967335},2,Win,True,False,True,True,False,True
0,{3414967353},1,Win,False,True,True,True,False,True
1,{3414967353},2,Fail,True,False,False,False,True,False
0,{3414967354},1,Fail,True,False,False,False,True,False
1,{3414967354},2,Win,False,True,True,True,False,True
0,{3414967364},1,Win,True,False,False,False,False,False
1,{3414967364},2,Fail,False,False,False,False,False,False
0,{3414967365},1,Win,False,True,True,True,False,False
1,{3414967365},2,Fail,True,False,False,False,True,True
0,{3414967382},1,Win,True,True,False,False,False,True
1,{3414967382},2,Fail,False,False,False,False,True,False
0,{3414967393},1,Win,True,True,False,False,True,True
1,{3414967393},2,Fail,False,False,False,False,False,False
0,{3414967402},1,Fail,False,False,False,False,True,True
1,{3414967402},2,Win,True,True,False,False,False,False
0,{3414967411},1,Fail,False,False,False,False,True,False
1,{3414967411},2,Win,True,True,True,False,False,True
0,{3414967418},1,Fail,False,False,False,False,False,False
1,{3414967418},2,Win,True,True,True,False,True,True
0,{3414967419},1,Fail,False,True,False,False,True,True
1,{3414967419},2,Win,True,False,True,True,False,False
0,{3414967424},1,Fail,False,False,False,True,False,False
1,{3414967424},2,Win,True,True,True,False,True,True
0,{3414967435},1,Fail,False,False,False,False,False,False
1,{3414967435},2,Win,True,False,False,False,False,False
0,{3414967451},1,Win,False,True,True,True,False,True
1,{3414967451},2,Fail,True,False,False,False,True,False
0,{3414967455},1,Fail,True,False,False,False,False,False
1,{3414967455},2,Win,False,True,False,False,True,False
0,{3414967525},1,Fail,False,True,False,False,False,False
1,{3414967525},2,Win,True,False,True,True,True,True
0,{3414967528},1,Win,False,True,True,False,True,False
1,{3414967528},2,Fail,True,False,False,False,False,True
0,{3414967536},1,Fail,False,False,False,False,False,True
1,{3414967536},2,Win,True,True,False,False,True,False
0,{3414967539},1,Fail,False,False,False,False,True,False
1,{3414967539},2,Win,True,True,True,False,False,True
0,{3414967549},1,Fail,True,False,False,False,False,False
1,{3414967549},2,Win,False,True,True,True,True,True
0,{3414967568},1,Fail,False,False,False,False,True,True
1,{3414967568},2,Win,True,True,True,True,False,False
0,{3414967573},1,Fail,True,True,False,False,False,True
1,{3414967573},2,Win,False,False,True,False,True,False
0,{3414967574},1,Win,False,False,True,True,False,True
1,{3414967574},2,Fail,True,True,False,False,True,False
0,{3414967579},1,Fail,False,False,False,True,False,False
1,{3414967579},2,Win,True,True,True,False,True,True
0,{3414967592},1,Fail,False,False,False,True,True,False
1,{3414967592},2,Win,True,True,True,False,False,True
0,{3414967593},1,Win,True,True,False,False,True,True
1,{3414967593},2,Fail,False,False,False,False,False,False
0,{3414967595},1,Win,True,True,False,False,False,True
1,{3414967595},2,Fail,False,False,False,False,True,False
0,{3414967618},1,Win,False,True,True,True,False,False
1,{3414967618},2,Fail,True,False,False,False,True,True
0,{3414967631},1,Fail,False,True,False,False,False,False
1,{3414967631},2,Win,True,False,True,True,True,True
0,{3414967635},1,Fail,False,True,True,True,False,False
1,{3414967635},2,Win,True,False,False,False,True,True
0,{3414967643},1,Fail,False,True,False,False,False,False
1,{3414967643},2,Win,True,False,True,True,True,True
0,{3414967657},1,Fail,False,False,False,False,False,False
1,{3414967657},2,Win,True,True,True,False,True,True
0,{3414967672},1,Win,True,True,True,False,True,True
1,{3414967672},2,Fail,False,False,False,False,False,False
0,{3414967686},1,Fail,False,False,True,True,False,True
1,{3414967686},2,Win,True,True,False,False,True,False
0,{3414967698},1,Win,False,True,True,False,False,True
1,{3414967698},2,Fail,True,False,False,True,True,False
0,{3414967705},1,Fail,False,True,False,False,True,True
1,{3414967705},2,Win,True,False,True,True,False,False
0,{3414967717},1,Fail,True,True,True,True,True,True
1,{3414967717},2,Win,False,False,False,False,False,False
0,{3414967721},1,Win,True,True,True,False,True,True
1,{3414967721},2,Fail,False,False,False,False,False,False
0,{3414967733},1,Win,True,True,True,False,False,False
1,{3414967733},2,Fail,False,False,False,False,True,False
0,{3414967752},1,Win,False,False,False,False,False,True
1,{3414967752},2,Fail,True,True,True,True,True,False
0,{3414967763},1,Win,True,True,True,True,False,False
1,{3414967763},2,Fail,False,False,False,False,True,False
0,{3414967809},1,Fail,False,False,False,False,False,False
1,{3414967809},2,Win,True,True,True,False,True,True
0,{3414967823},1,Fail,False,False,False,False,False,False
1,{3414967823},2,Win,True,True,True,True,True,True
0,{3414967827},1,Win,True,False,True,True,False,False
1,{3414967827},2,Fail,False,True,False,False,True,True
0,{3414967829},1,Win,False,True,True,True,False,False
1,{3414967829},2,Fail,True,False,False,False,True,True
0,{3414967835},1,Win,False,True,True,False,True,True
1,{3414967835},2,Fail,True,False,False,False,False,False
0,{3414967855},1,Win,True,True,True,False,False,True
1,{3414967855},2,Fail,False,False,False,True,True,False
0,{3414967865},1,Win,True,True,True,False,True,True
1,{3414967865},2,Fail,False,False,False,False,False,False
0,{3414967871},1,Win,False,True,True,True,False,True
1,{3414967871},2,Fail,True,False,False,False,True,False
0,{3414967890},1,Win,True,True,True,True,True,True
1,{3414967890},2,Fail,False,False,False,False,False,False
0,{3414967892},1,Win,True,False,True,True,False,False
1,{3414967892},2,Fail,False,True,False,False,True,True
0,{3414967896},1,Win,True,True,True,True,True,True
1,{3414967896},2,Fail,False,False,False,False,False,False
0,{3414967912},1,Fail,False,False,False,False,True,False
1,{3414967912},2,Win,True,True,True,True,False,False
0,{3414967927},1,Win,False,False,False,True,True,False
1,{3414967927},2,Fail,True,True,True,False,False,True
0,{3414967928},1,Fail,True,False,False,False,True,False
1,{3414967928},2,Win,False,True,True,True,False,True
0,{3414967935},1,Fail,False,True,False,False,False,True
1,{3414967935},2,Win,True,False,True,True,True,False
0,{3414967941},1,Fail,True,False,False,False,True,True
1,{3414967941},2,Win,False,True,True,True,False,False
0,{3414967947},1,Win,True,True,True,True,True,True
1,{3414967947},2,Fail,False,False,False,False,False,False
0,{3414967971},1,Fail,True,False,False,False,False,True
1,{3414967971},2,Win,False,True,True,False,True,False
0,{3414967982},1,Win,True,True,True,True,True,True
1,{3414967982},2,Fail,False,False,False,False,False,False
0,{3414967988},1,Win,True,True,True,False,True,True
1,{3414967988},2,Fail,False,False,False,False,False,False
0,{3414967996},1,Fail,False,False,False,False,False,False
1,{3414967996},2,Win,True,True,True,False,True,True
0,{3414967997},1,Win,True,True,True,False,False,False
1,{3414967997},2,Fail,False,False,False,False,True,True
0,{3414968009},1,Win,True,True,True,False,False,True
1,{3414968009},2,Fail,False,False,False,False,True,False
0,{3414968026},1,Win,True,False,True,True,True,False
1,{3414968026},2,Fail,False,True,False,False,False,False
0,{3414968027},1,Win,True,True,True,False,True,False
1,{3414968027},2,Fail,False,False,False,False,False,True
0,{3414968031},1,Win,False,True,False,False,False,False
1,{3414968031},2,Fail,True,False,False,False,True,True
0,{3414968036},1,Fail,False,False,False,False,True,False
1,{3414968036},2,Win,True,True,True,True,False,True
0,{3414968049},1,Win,True,True,False,False,True,False
1,{3414968049},2,Fail,False,False,False,False,False,False
0,{3414968050},1,Win,True,True,True,False,False,False
1,{3414968050},2,Fail,False,False,False,True,True,True
0,{3414968099},1,Fail,False,True,False,False,False,True
1,{3414968099},2,Win,True,False,True,False,True,False
0,{3414968103},1,Fail,True,True,False,False,False,False
1,{3414968103},2,Win,False,False,True,True,True,True
0,{3414968106},1,Win,True,True,True,True,False,True
1,{3414968106},2,Fail,False,False,False,False,True,False
0,{3414968112},1,Fail,True,True,False,False,True,False
1,{3414968112},2,Win,False,False,True,True,False,True
0,{3414968113},1,Win,True,True,True,False,True,False
1,{3414968113},2,Fail,False,False,False,False,False,False
0,{3414968114},1,Fail,True,False,False,False,False,False
1,{3414968114},2,Win,False,True,True,True,True,True
0,{3414968139},1,Fail,True,False,False,False,True,False
1,{3414968139},2,Win,False,True,True,True,False,True
0,{3414968146},1,Win,True,False,True,True,False,True
1,{3414968146},2,Fail,False,True,False,False,True,False
0,{3414968156},1,Win,False,True,True,True,True,True
1,{3414968156},2,Fail,True,False,False,False,False,False
0,{3414968169},1,Win,True,True,True,True,True,True
1,{3414968169},2,Fail,False,False,False,False,False,False
0,{3414968170},1,Win,True,True,True,True,True,False
1,{3414968170},2,Fail,False,False,False,False,False,True
0,{3414968185},1,Win,False,False,False,False,False,False
1,{3414968185},2,Fail,True,True,True,True,True,True
0,{3414968188},1,Fail,False,False,False,False,False,False
1,{3414968188},2,Win,True,True,True,True,True,True
0,{3414968198},1,Win,False,False,True,True,False,False
1,{3414968198},2,Fail,True,True,False,False,True,True
0,{3414968203},1,Win,True,False,False,False,True,False
1,{3414968203},2,Fail,False,True,False,False,False,True
0,{3414968204},1,Fail,False,False,False,False,True,True
1,{3414968204},2,Win,True,True,True,True,False,False
0,{3414968208},1,Win,True,False,True,True,False,False
1,{3414968208},2,Fail,False,True,False,False,True,True
0,{3414968221},1,Win,True,True,False,False,True,True
1,{3414968221},2,Fail,False,False,False,False,False,False
0,{3414968242},1,Fail,False,False,False,False,False,False
1,{3414968242},2,Win,True,True,True,True,True,True
0,{3414968248},1,Win,True,True,True,True,False,True
1,{3414968248},2,Fail,False,False,False,False,True,False
0,{3414968255},1,Win,False,True,True,False,True,True
1,{3414968255},2,Fail,True,False,False,False,False,False
0,{3414968267},1,Win,False,True,False,False,True,False
1,{3414968267},2,Fail,True,False,False,False,False,False
0,{3414968274},1,Win,False,True,True,True,False,True
1,{3414968274},2,Fail,True,False,False,False,True,False
0,{3414968279},1,Win,False,True,False,False,False,True
1,{3414968279},2,Fail,True,False,False,False,True,False
0,{3414968287},1,Win,True,True,True,False,True,True
1,{3414968287},2,Fail,False,False,False,True,False,False
0,{3414968288},1,Fail,True,True,True,False,True,True
1,{3414968288},2,Win,False,False,False,True,False,False
0,{3414968294},1,Fail,True,True,False,False,True,False
1,{3414968294},2,Win,False,False,True,True,False,True
0,{3414968317},1,Fail,True,True,False,False,True,False
1,{3414968317},2,Win,False,False,True,True,False,True
0,{3414968327},1,Win,True,True,True,True,False,True
1,{3414968327},2,Fail,False,False,False,False,True,False
0,{3414968353},1,Win,False,True,False,False,True,False
1,{3414968353},2,Fail,True,False,True,True,False,True
0,{3414968360},1,Win,True,True,True,True,True,True
1,{3414968360},2,Fail,False,False,False,False,False,False
0,{3414968369},1,Win,True,True,True,False,True,True
1,{3414968369},2,Fail,False,False,False,True,False,False
0,{3414968374},1,Fail,False,False,False,False,False,False
1,{3414968374},2,Win,True,True,True,False,True,True
0,{3414968376},1,Win,True,True,False,False,True,True
1,{3414968376},2,Fail,False,False,False,False,False,False
0,{3414968382},1,Fail,False,False,False,False,False,False
1,{3414968382},2,Win,True,True,True,False,True,True
0,{3414968391},1,Win,False,True,True,True,True,False
1,{3414968391},2,Fail,True,False,False,False,False,True
0,{3414968393},1,Win,True,False,True,True,True,True
1,{3414968393},2,Fail,False,True,False,False,False,False
0,{3414968398},1,Win,False,True,True,False,True,True
1,{3414968398},2,Fail,True,False,False,False,False,False
0,{3414968404},1,Win,True,True,False,False,False,True
1,{3414968404},2,Fail,False,False,False,False,True,False
0,{3414968409},1,Fail,True,True,True,False,True,True
1,{3414968409},2,Win,False,False,False,True,False,False
0,{3414968416},1,Win,True,False,True,False,True,False
1,{3414968416},2,Fail,False,True,False,True,False,True
0,{3414968419},1,Win,True,False,True,False,True,False
1,{3414968419},2,Fail,False,True,False,False,False,True
0,{3414968428},1,Win,True,True,True,True,True,True
1,{3414968428},2,Fail,False,False,False,False,False,False
0,{3414968431},1,Win,False,True,True,True,True,False
1,{3414968431},2,Fail,True,False,False,False,False,True
0,{3414968443},1,Win,False,True,True,False,False,True
1,{3414968443},2,Fail,True,False,False,False,True,False
0,{3414968444},1,Win,True,True,True,True,False,True
1,{3414968444},2,Fail,False,False,False,False,True,False
0,{3414968472},1,Fail,False,False,False,False,True,False
1,{3414968472},2,Win,True,True,True,True,False,True
0,{3414968473},1,Win,True,True,False,False,False,False
1,{3414968473},2,Fail,False,False,False,False,True,True
0,{3414968484},1,Win,True,False,True,False,True,False
1,{3414968484},2,Fail,False,True,False,True,False,True
0,{3414968485},1,Fail,False,False,False,False,False,False
1,{3414968485},2,Win,True,True,True,True,True,False
0,{3414968486},1,Win,True,True,True,True,True,False
1,{3414968486},2,Fail,False,False,False,False,False,True
0,{3414968489},1,Win,False,True,True,False,True,False
1,{3414968489},2,Fail,True,False,False,False,False,True
0,{3414968493},1,Fail,False,False,False,False,False,False
1,{3414968493},2,Win,True,True,False,True,True,False
